Respondent,,React,Spring,.NET Core,Django,Cordova,Angular,Hadoop,Node.js,TensorFlow,Torch/PyTorch,Xamarin,Spark
96392,,,,,,,,,,,,,
96394,,,1,,,,,,,,,,
96395,,,,,,,,,1,,,,
96396,,,1,,,,,,,,,,1
96397,,,,,,,,,,,,,
96398,,1,,,,,,,,,,,
96399,,,,,,,,,,,,,
96401,,,,,,,,,,,,,
96403,,,,1,,,,,,,,,
96405,,,,,,,1,,,,,,
96407,,,1,,,,,1,,1,,,1
96408,,,,,,,,,,,,,
96409,,,1,,,,1,,,,,,
96410,,,,,,,,,,,,,
96411,,,1,,,,,,,,,,
96414,,,,,,1,1,,1,,,,
96416,,1,,1,,,1,,1,,,1,
96417,,,,,,,,,,1,1,,1
96418,,,,,,,,,,,,,
96419,,1,,1,,,,,1,,,,
96421,,,,,1,,,,,1,,,
96422,,,,,,,,,,,,,
96423,,,,1,,,1,,,,,,
96424,,,,,,,,,,,,,
96425,,,,,,,,,,,,,
96426,,,,,,,1,,,,,,
96427,,,,,,,,,,,,,
96428,,1,,,,,,,,,,,
96430,,1,1,,,,1,,1,,,,
96433,,,,,,,,,,,,,
96434,,,,,,,,,,,,,
96435,,,,,,,,,,,,,
96436,,,,,,,,,,,,,
96437,,,,,,,,,1,,,,
96438,,,,,,,,,,,,,
96439,,,,,,,,,,,,,
96440,,,,1,,,,,,,,,1
96441,,,,,,,,,,,,,
96442,,,,,,,,,,,,,
96443,,,,,,,1,,1,,,,
96445,,,,,,,,,,,,,
96446,,,,,1,,,,,,,,
96447,,,,,,,,,,,,,
96449,,,,1,,1,,,1,,,,
96450,,1,,,,,,,,,,,
96451,,,,1,,,,,,,,,
96452,,,,,,,,,,,,,
96453,,,,,,,1,,,,,,
96454,,,,,,,,,,,,,
96455,,,,,1,,,,1,,,,
96456,,,,,,,,,,,,,
96457,,,,,,,,,,,,,
96458,,,,,,,,,1,,,,
96459,,,1,,,,,,,,,,
96460,,,1,,,,1,,1,,,,
96461,,,1,1,,,,,,,,,
96462,,,1,,,,,,,,,,
96463,,,,,,,,,,,,,
96466,,,,,,,,,,1,,,
96467,,,,,,,,,,,,,
96468,,,,,,,,,,,,,
96469,,,,,,,,,,,,,
96471,,,1,,,,,,,,,,
96472,,1,,,1,,1,,1,,,,
96473,,,,,,,,,,,,,
96475,,,,,,,,,,,,,
96476,,,,1,,,1,,1,,,,
96477,,,,,,,,,1,,,,
96478,,,,,1,,,1,,,,,1
96479,,,,1,,,,,,,,,
96480,,,,1,,,1,,,,,1,
96481,,,,,,,,,,,,,
96482,,,,,,,,1,1,,,,
96483,,1,,,,,,,1,,,,
96484,,,,,,,,,,,,,
96485,,,,,,,,,,,,,
96486,,1,,,,,1,,1,,,,
96487,,,,,,,,,,,,,
96488,,,,,,,,,1,,,,
96489,,,,,,,,,,,,,
96491,,,,,,,,,,,,,
96493,,,,,,,,,,,,,
96495,,,,,,,,,,,,,
96497,,,,,,,,,,,,,
96498,,,,,,,,,,,,,
96499,,,,,,,,,,,,,
96500,,,,1,,,1,,1,,,,
96503,,,1,,,,,,,,,,
96505,,,,,,,,,,,,,
96507,,,,,,1,1,,,,,,
96509,,,,,,,,,,,,,
96510,,1,,1,,,1,,1,,,,
96511,,,,,,,,,,,,,
96512,,1,,1,,,1,,1,1,,1,
96515,,,,,,,1,,,,,,
96516,,1,,1,,,,,,,,1,
96519,,,,,,,,,,,,,
96521,,,,,,,,,,,,,
96522,,,,,,,,,,,,,
96523,,,,1,,,1,,,,,,
96524,,,1,,,,,,1,,,,
96526,,,,,,,,,,,,,
96527,,,1,,,,,,,,,,
96528,,,,,,,,1,,1,1,,1
96529,,,1,,,1,1,,,,,,
96530,,,,,,,,,,,,,
96531,,,,,,,,,,,,,
96532,,1,,,1,,1,,1,,,,
96533,,1,1,,,,,,1,,,,
96534,,,,,,,,,,,,,
96535,,1,,,,,,,1,,,,
96537,,,1,,,,,,,,,,
96538,,,,1,1,,,,,,,,
96540,,1,,,,,,,1,,,,
96541,,,,,,,,,,,,,
96542,,,,1,,,1,,,,,1,
96543,,1,,,,,1,,,,,,
96546,,,,,,,1,,1,,,,
96547,,,,,,,,,,,,,
96549,,,,1,,1,,,,,,,
96550,,,,,,,,,,,,,
96554,,,,,,,,,,,,,
96555,,,,,,,,,,,,,
96557,,,,,,1,1,,1,,,,
96558,,1,,1,,1,1,,1,,,1,1
96559,,,,,,,,,,,,,
96560,,,,,,,,,,,,,
96561,,,,1,,,,,,,,,
96563,,,,1,,,1,,1,,,1,
96564,,,,,1,1,1,,,,,,
96565,,1,,,,,,,1,,,,
96566,,1,1,,1,,1,,1,,,,
96567,,,,,,,1,,,,,,
96568,,,,,1,,1,,1,,,,
96570,,,,,,,,,,,,,
96571,,,,,,,,,,,,,
96572,,,,1,,,,,,,,,
96573,,,,,,,,,,,,,
96575,,,,,,,,,,,,,
96576,,1,,,1,,,,,,,,
96577,,,,,,,,,,,,,
96579,,,,,,,,,,,,,
96581,,,,,,,,,1,,,,
96582,,,,,,,,,,,,,
96584,,,,,,,,,,,,,
96585,,,,,,,,,1,,,,
96586,,,,,1,,,,,,,,
96587,,1,,,,,,,1,,,,
96588,,,,1,,,,,,,,,
96589,,,,,,,,,,,,,
96590,,,,,,,,1,1,,,,
96593,,,,1,,,,,1,,,,
96595,,,,,,,,,,,,,
96596,,1,,,,,,,1,,,,
96597,,,1,,,,1,1,1,,,,1
96598,,,,,,,,,,,,,
96599,,,,,,,,,,,,,
96600,,,,,,,,,1,,,,
96602,,,,,,,,,,,,,
96603,,,,1,,,,,1,,,,
96605,,1,,,,,,,1,,,,
96606,,1,,,,1,1,,1,,,,
96607,,,1,1,,,1,,,,,,
96608,,,,,,,,,,,,,
96609,,,,,,1,,,,,,,
96610,,,,,,,,,,,,,
96611,,,,,,,,,,,,,
96612,,,,,,,,,1,,,,
96614,,,,,,,,,1,,,,
96615,,1,,,,,,,,,,,
96617,,1,,,1,,,,1,1,1,,
96618,,,,,1,,,1,1,1,1,,
96620,,1,,,1,,1,,1,,,,
96621,,,,1,,,1,,1,,,,
96622,,1,,,,,,,,,,,
96626,,,,,,1,1,,1,,,,
96627,,,,1,,,,,,,,,
96630,,,,,,,,,,,,,
96631,,,,,,,,,,,,,
96633,,1,1,,,,1,,1,,,,
96634,,,,,,,,,,,,,
96635,,,,,,,,,,,,,
96636,,,1,1,,,1,,1,,,,1
96637,,,,,,,,,,,,,
96638,,,,,,,,,,,,,
96639,,1,,,1,,,,1,1,,,
96640,,,,1,,,,,1,,,,
96641,,,,,,,1,,1,,,,
96642,,,,,,,1,,1,,,,
96644,,,,,,,,,,,,,
96645,,,,,,,,,,,,,
96646,,,1,,,,,,,,,,
96647,,,,,,,,,,,,,
96650,,,,,,,,,,,,,
96651,,,,,,,,,,,,,
96652,,,,,,,,,,,,,
96653,,,,,,,,,1,,,,
96654,,,,,,,,,,,,,
96655,,,,,,,,,,,,,
96657,,1,,1,,,,,1,,,,
96658,,,,,,1,1,,1,,,,
96659,,,,,,,1,1,1,,,,
96662,,1,,,,,,,1,,,,
96663,,,1,,,,,,,,,,
96664,,1,,,,,1,,1,,,,
96665,,1,,,,1,1,,1,,,,
96672,,,,1,,1,1,,1,,,,
96676,,1,,,,,1,,1,,,,
96677,,,,,,,,,,,,,
96680,,,,1,,,1,,,,,,
96681,,,1,,,,,,1,,,,
96684,,1,,,1,,,,1,,,,
96685,,1,,,1,1,,,1,,,,
96686,,1,,,,,,,,,,,
96687,,,,,,,,,,,,,
96688,,1,,,,,,,1,,,1,
96690,,,,,,,,,,,,,
96692,,,1,,,,,,,,,,
96693,,,,1,,,,,,,,,
96694,,,,,,,,,,,,,
96695,,,,,,,,,,1,,,
96696,,,,,,,,,,,,,
96697,,,,,,,,,,,,,
96698,,,,1,,,,,,,,,
96699,,,,,1,,1,,,,,,
96702,,,1,,,,1,,,,,,
96703,,1,,,,1,1,,1,,,,
96706,,1,,,,,,,1,,,,
96707,,,,,,,,1,1,1,1,,
96708,,1,,,,,,,1,,,,
96709,,,,,,,,,,,,,
96710,,,,,,,,,,,,,
96711,,1,,,,,,,,,,,
96712,,,,,,,,,,,,,
96714,,,,,,,,,,,,,
96715,,1,,,,,,,,,,,
96716,,1,,,1,,,,1,,,,
96718,,,,1,,,,,,,,,
96719,,,,,,,,,,1,,,
96720,,,,,,,,,,,,,
96722,,,,,,,,,,,,,
96723,,,,1,1,,,1,,,,,
96724,,1,,,,,,,1,,,,
96727,,,,,1,,1,,,,,,
96729,,,,,,,,,,,,,
96731,,,1,,,,,,1,,,,
96733,,,,1,1,,1,,1,,,,
96734,,,,,,,,,,,,,
96735,,,,1,,,,,,,,,
96736,,,,,,,,,,,,,
96737,,,,,,,,,,,,,
96740,,,1,,,,1,,1,,,,
96743,,,,,,,1,,,,,,
96746,,,,,,,,,,,,,
96747,,,,,,,,,,,,,
96748,,,,1,,,1,,,,,,
96751,,,,,,,,,,,,,
96753,,,,1,,,1,,,,,,
96754,,,1,,1,1,1,,1,,,1,
96755,,,,,,,,,,,,,
96756,,1,,,,,1,,1,,,,
96758,,,,,,,,,,,,,
96759,,,,,,,,,,,,,
96760,,1,,,,,1,,1,,,,
96761,,,,,,,,,,,,,
96763,,,,1,,,1,,1,,,,
96765,,,,,,,,,,,,,
96766,,,,,,,,,1,,,,
96767,,,,,,,,,,,,,
96768,,,,,1,,,,,,,,
96769,,,,,,,,,,,,,
96770,,,,,,,,,,,,,
96771,,,,,,,,,,,,,
96772,,1,,,,,,,,,,,
96773,,,,,,,,,,,,,
96774,,,,,,,,,,,,,
96775,,,,,,,,,,,,,
96777,,1,,,,,,,1,,,,
96778,,,,,,,,,,,,,
96780,,,,,,,,,,,,,
96782,,,,,,,,,,,,,
96783,,,,,,,,,,,,,
96784,,,,,,,,,,,,,
96786,,,,,,,1,,1,,,,
96787,,,,,,,,,,,,,
96788,,,,,,,,,,,,,
96790,,,,,,,,,,,,,
96791,,,,,,,,,,,,,
96792,,,,,,,,,,,,,
96793,,,,,,1,1,,1,,,,
96794,,,,,,,,,,,,,
96795,,,,1,,1,1,,1,,,,
96796,,,,,,,,,,,,,
96797,,,,,,,,,,,,,
96798,,,,,,,,,,,,,
96802,,,,1,,,1,,,,,,
96803,,,,,,,,,,,,,
96804,,,,,,,1,,1,,,,
96805,,,,,,,,,,,,,
96806,,,,,,,,,,,,,
96807,,,,,,,,,,,,,
96808,,1,,,,,,,1,,,,
96809,,1,,,,,1,,1,,,,
96810,,,,1,,,1,,1,,,,
96811,,,,,,,,,,,,,
96812,,,,1,,,1,,,,,,
96814,,,,,,,1,,1,,,,
96815,,,,,,,,,,,,,
96816,,,,,,,,,,,,,
96817,,1,,,,,,,,,,,
96818,,,,1,,,,,,,,,
96819,,,,,,,,,,,,,
96820,,,,1,,,,,,,,,
96821,,,1,,,1,,,,,,,
96822,,1,,,,,,,1,,,,
96824,,,,,,,,,,,,,
96825,,,,,,,,,,,,,
96826,,,,,,,,,,,,,
96827,,,,,,,,,,,,,
96830,,,,,,,,,,,,,
96831,,,,,,,,,,,,,
96832,,,,,,,,,,,,,
96833,,1,,,1,,,,1,,,,
96834,,,,,,,,,1,1,,,
96835,,,,,,,1,,1,,,,
96836,,,,,,,,,,,,,
96837,,,,,,,,,,,,,
96838,,,,,,,1,,1,,,,
96839,,1,,,,,,,,,,,
96840,,,,,,,,,,1,,,
96841,,,,,,,,,,,,,
96843,,1,,,1,,1,,1,,,,
96846,,1,,,,,1,,1,,,,
96847,,,1,,,,,,,,,,
96849,,,,1,,,,,,,,,
96850,,,,,,,,,,,,,
96852,,,,,,,,,1,,,,
96853,,,,,1,,,,1,,,,
96854,,,,,,,,,,,,,
96855,,,,,,,1,,,,,,
96858,,,,,,,,,,,,,
96859,,,,,,,,,,,,1,
96860,,,,,,,,,,,,,
96861,,1,,,,,,,1,,,,
96863,,,1,,,,,,,,,,
96865,,1,,,,,,,,,,,
96866,,,1,1,,1,1,,1,,,,
96869,,,,,,,,,,,,,
96870,,,,,,,,,,,,,
96871,,,,,,,,,,,,,
96872,,1,1,,,,1,,1,,,,
96873,,,,,,,,,,,,,
96874,,,,,,,,,1,,,,
96875,,,,,,,1,,1,,,,
96876,,,,,,,,,,,,,
96877,,,,,,,,,,,,,
96878,,,,,,,,,,,,1,
96881,,,1,,,,,,,,,,
96882,,,,1,,,1,,1,,,,
96885,,,,,,,,,,,,,
96886,,,,,,,,,,,,,
96888,,,,,,,,,,,,,
96889,,,,,,,,,,,,,
96890,,,1,1,,,,,,,,,
96891,,,,,,,,,,,,,
96892,,,,1,,,1,,,,,,
96893,,,1,,,,,,,,,,
96894,,,,,,,,,,,,,
96895,,,,1,,,1,,1,,,,
96896,,1,,,,,,,1,,,,
96897,,,,1,,,1,,,,,1,
96900,,,,1,,,,,1,,,,
96902,,,,,,,,,,,,,
96903,,,,1,,,,,,,,,
96904,,,,,,,1,,,,,,
96905,,,,,,,,,,,,,
96906,,1,1,,,,1,,,,,,
96907,,,,,,,,,1,,,,
96908,,1,,,,1,,,1,,,,
96909,,,,,,,,,,,,,
96912,,,,,,,,,,,,,
96914,,,,,,,,,,,,1,
96915,,,,1,,,,,,,,,
96916,,,,,,,,,,,,,
96917,,,,,,,,,,,,1,
96918,,,,,,,,,,,,,
96919,,,,,,,,,,,,,
96920,,,,,,,,,,,,,
96921,,,,1,,,,,,,,,
96922,,1,,,,,1,,1,,,,
96923,,1,,1,,,,,1,,,,
96924,,,,,,,,,,,,,
96926,,,,,1,,1,1,,,,,
96927,,,,,,,,,,,,1,
96929,,,,,,,,,,,,,
96930,,,,,,,,,,,,,
96931,,,,,1,,,,,,,,
96932,,,1,,,,,,,,,,
96934,,1,,,,,,,1,,,,
96935,,1,,,,,,,1,,,,
96936,,,,,,,,,,,,,
96937,,1,,,,,,,,1,,,
96940,,,,,,,,,,,,,
96941,,,,,1,,,,,,,,
96942,,,,,,,,,,,,,
96943,,,,,,,,,1,,,,
96946,,,,,,,,,,,,,
96948,,,,1,,,,,,,,,
96949,,,,,,,,,1,,,,
96951,,,,,,,,,,,,,
96952,,1,,1,,,,,,,,,
96954,,,,,,,,,,,,,
96956,,1,,,1,,,,1,,,,
96957,,,,,,,,,,,,,
96958,,,,,,,,,,,,,
96959,,,,,,,1,,,,,,
96961,,,,,,,,,,,,,
96962,,,,,,,,,,,,,
96963,,,1,1,,,1,,1,,,,
96964,,,,,,,,,,,,,
96965,,,,,,,,,,,,,
96966,,,1,,,,,,,,,,
96968,,,,,,,,,,,,,
96970,,,,,,,,,,,,,
96971,,,1,,,,,,,,,,
96974,,,,,,,,,,,,,
96976,,,,,,,,,,,,,
96977,,,,,,,,,,,,,
96978,,,,1,,,1,,,,,,
96979,,,,,,,,,,,,,
96981,,,,,,,,,1,,,,
96982,,,,,,1,1,,1,,,,
96983,,,,1,,,,,,,,,
96984,,1,,,,,,,1,,,,
96985,,,,,,,,,,1,1,,1
96986,,,,,,,,,,,,,
96987,,,,,,,,,,,,,
96988,,1,,,,,,,1,,,,
96990,,,1,,,,,,,,,,
96991,,,,,,1,,,1,,,,
96992,,,,,1,,,,,,,,
96993,,,,,,,,,,,,,
96994,,,,1,,,1,,,,,,
96996,,,,,,,,,,,,,
96997,,,,,,,,,,,,,
96998,,,,,,,,,,,,,
97001,,,,,,,1,,1,,,,
97002,,,1,,,1,,,1,,,1,
97003,,,,,,,,,,,,,
97004,,,1,,,,,,,,,,
97006,,,,,,,,,,,,,
97008,,1,,,,,,,1,,,,
97009,,,1,,,,1,,1,,,,
97010,,,,,,,,,,,,,
97011,,,,,,,,,,,,,
97016,,,,,,,,,,1,,,
97017,,,,,,1,1,,1,,,,
97018,,,,1,,,,,,,,,
97020,,1,1,,1,,1,,,,,,
97023,,,,,,,,,,,,,
97024,,1,,,,,,,,,,,
97025,,,,,,,,,,,,,
97026,,,,,,,,,,,,,
97028,,,,,,,,,,,,,
97029,,,,,,,,,,,,,
97032,,,,,,,1,,,,,,
97034,,1,,1,,,1,,1,,,,
97035,,,,,,,,,,,,,
97037,,,,,,,,,,,,,
97040,,,,,,,,,,,,,
97043,,,,,,,,,,,,,
97046,,,,,,,,,,,,,
97047,,,,,,,,,,,,,
97048,,,,1,,,1,,1,,,,
97049,,1,,,,,,,1,,,,
97052,,,,,,,,,,,,,
97053,,,,,1,,1,,1,,,,
97054,,,,1,,,,,1,,,,
97056,,,,,,,,,,,,,1
97058,,,,,,,,,,,,,
97060,,1,,,,1,1,,1,,,,
97061,,,,,,,,,,,,,
97062,,,,,,,,,,,,,
97064,,,,,,,1,,,,,1,
97065,,,,,,,1,,,,,,
97066,,1,,,,,,,,,,,
97069,,1,,,1,,1,,1,,,,1
97073,,,,,,,,1,,,,,1
97076,,,,,,,,,,,,,
97078,,,,,1,,,,,,,,
97079,,,,,,,,,,,,,
97080,,,,,,,,,,,,,
97082,,,,1,,,,,,,,,
97083,,1,1,,1,,,1,1,1,,,1
97084,,,,,,,,,,,,,
97085,,,1,,,,1,,,,,,
97087,,,,,,,,,,,,,
97088,,1,1,1,,1,1,,,,,1,
97089,,,,,,,,,,,,,
97090,,1,,1,,1,1,,1,,,1,
97091,,,,,,,,,,,,,
97095,,,,,,,1,,,,,,
97096,,,,,1,,,1,,,,,
97097,,,,1,,,,,,,,,
97098,,,,,,1,1,,,,,,
97099,,,,,,,,,,,,,
97100,,1,,,,,,,1,,,,
97101,,,,,,,,,,,,,
97102,,,1,,,,1,,,,,1,
97103,,,,1,,,,,,,,,
97105,,,,,,,,,,,,,
97106,,,,,,,,,,,,,
97109,,1,,,,,,,1,,,,
97110,,1,,1,,,,,1,,,1,
97112,,,1,,,,,,,,,,
97113,,,,,,1,1,,1,,,,
97114,,,,,,1,1,,,,,,
97115,,,,,,,,,,,,,
97116,,,,1,,,,,,,,,
97117,,,,,,,,,,,,,
97120,,,,,,,1,,,,,,
97121,,,,,,,,,,,,,
97122,,1,,,,,,,,1,,,
97123,,,,1,,,,,,,,,1
97124,,,,,,,,,,,,,
97127,,,,,,,,,1,,,,
97129,,,,1,,,,,,,,,
97130,,,,,,,,,,,,,
97131,,,,,,,,,1,,,,
97132,,1,,,,,,,,,,,
97133,,,,,,,,,,,,,
97134,,1,,,,1,1,,1,,,,
97135,,1,1,,,,,,,,,,
97138,,,,,,,,,,,,,
97139,,,,,,,,,,,,,
97140,,,,,,,,1,,,,,1
97141,,,,,,,,,,,,,
97142,,,,1,,,1,,1,,,,
97143,,,,,,,,,,,,,
97144,,1,,,,,,,1,,,,
97145,,,,,,,1,,,,,,
97146,,1,,1,,,,,1,,,,
97147,,,,,,,,,,,,,
97148,,,,,,,,,,,,,
97149,,,,,,,1,,,,,,
97152,,,,,,,,,,,,,
97153,,,1,,,,,,1,,,,
97154,,,,,,,1,,1,,,,
97157,,,,,1,,,,1,,,,
97158,,1,,,,,1,,1,1,,,
97160,,,,,,,,,,,,,
97162,,1,,,,,,,1,,,,
97165,,,,,,,1,,1,,,1,1
97168,,,,,1,1,1,,1,,,,
97169,,,,,,,,,1,,,,
97170,,,,,,,,1,,,,,
97171,,,,,,,,,,,,,
97172,,1,,,,,,1,,1,,,1
97173,,,,,,,,,,,,,
97174,,1,,,,,,,,,,,
97175,,,,,,,,1,,,,,1
97176,,,,,,,,1,,,,,1
97177,,,1,,,,,,,,,,
97180,,,1,,1,,1,,1,,,,
97181,,,,,,,,,,,,,
97182,,,,1,1,,,,1,,,,
97184,,,,,,,,,1,,,,
97185,,1,,,1,,,,1,,,,
97186,,,,,,,,,,,,,
97187,,,,,,,,,,,,,
97189,,1,,,,,,,1,,,,
97190,,,,,,,,,,,,,
97192,,,,,,,,,,,,,
97193,,,,1,,,1,,1,,,,
97195,,,,1,,,,,,,,,
97196,,1,,,,,,,1,,,,
97197,,,,,,,,,,,,,
97198,,1,,1,,,1,,1,,,,
97200,,,1,,,,,,,,,,
97201,,,,1,,,,,,,,,
97202,,,,1,,,,,,,,1,
97205,,1,,,1,,,,1,,,,
97207,,1,,,,,,,1,,,,
97208,,,,,,,,,,,,,
97209,,,,,,,,,,,,,
97210,,,,,,,,,,,,,
97211,,,,,,,,,,,,,
97212,,,,,,,,,,,,,
97213,,,,,,,,,,,,,
97214,,,,,,,,,,,,,
97215,,1,,,,,,,1,,,,
97216,,,,1,,,,,,,,,
97217,,,,,,,,,,,,,
97218,,,,,,,,,,,,,
97219,,1,,,,,,,1,1,,,
97220,,,,1,,,1,,,,,,
97221,,,,,,,,,,,,,
97223,,,,,,,,,,,,,
97224,,,,,,,,1,,1,,,1
97226,,1,1,,,,1,,,,,,
97227,,,,,,,,,,,,,
97228,,,,1,,,,,1,,,,
97229,,,,,,,,,,,,,
97231,,,,,,,,,,,,,
97232,,,,,,,,,,,,,
97233,,,,1,,,,,1,,,,
97234,,1,1,,,,,,1,,,,
97235,,,,,,,,,,,,,
97236,,,,,,,,,,,,,
97237,,,,,,,,,,,,,
97238,,,,,1,,,1,,,,,
97240,,,,,,,,,1,,,,
97241,,,,,,,,,,,,,
97242,,,,,,,,,,,,,
97244,,,,,,,,,,,,,
97245,,,,,,1,,,1,,,,
97246,,,,1,,,,,,,,,
97247,,,,,1,,,,1,,,,
97248,,,,,,,1,,1,,,,
97249,,,,,,,1,1,1,1,,,
97251,,,1,,,,1,1,,,,,1
97253,,1,,,,,1,,1,,,,
97254,,,,,,1,,,1,,,,
97255,,,,,,,,,,,,,
97256,,,,,,,,,,,,,
97257,,,,1,,,,,,,,,
97258,,,1,1,,1,1,,1,,,1,
97259,,,,,,1,1,,1,,,,
97260,,,1,,,,1,,,,,,
97261,,1,,1,,,1,,,,,1,
97262,,,,,,,,,,,,,
97263,,,,,,,,,,,,,
97264,,,,,,,,,,,,,
97268,,,,,,,1,,1,,,,
97269,,,,,,,,,,,,,
97270,,,,,,,,,1,,,,
97271,,,,,,,,,,,,,
97273,,,,,,,,,1,,,,
97274,,,,,,,,,,,,,
97275,,1,,,,,1,,1,,,,
97277,,,,1,,,,,,,,,
97278,,1,,1,,,1,,1,,,,
97279,,,,,,,,,,,,,
97280,,,,,,,,,,,,,
97281,,,,,,,,,,,,,
97282,,1,,,,,,,1,,,,
97284,,,1,,,,,,1,,,,
97285,,,,,,,,,,,,,
97287,,1,,,,1,,,1,,,,
97288,,,,,,,,,1,,,,
97289,,,1,,,,,,1,,,,
97290,,,,,,,,,,,,,
97291,,,,,,,,,,,,,
97292,,1,,,,,,,1,,,,
97293,,,,,1,,,,1,,,,
97295,,1,,1,,,1,,1,,,,
97296,,1,,,,,,,,,,,
97298,,,,,,,,,,,,,
97300,,,,,,,,,,,,,
97302,,,,,,,1,,,,,1,
97303,,1,,,,,,,1,,,,
97306,,,,,1,,,1,,,,,
97308,,,,,,,,,,,,,
97311,,,,,,,,,,,,,
97312,,,,,,,,,,,,,
97313,,,,1,,,1,,,,,,
97314,,,,,,,,,,,,,
97315,,,,,,,1,,,,,,
97316,,,,,,,,,,,,,
97318,,,,,,,,,,,,,
97319,,,,,,1,,,1,,,,
97321,,1,1,,,,,1,1,,,,
97322,,,,,,,1,,1,,,,
97323,,,,,,,,,,,,,
97324,,,,,,,,,,,,,
97325,,,,,,,,,,,,,
97326,,,,,,,,,,,,,
97328,,,,,,,,,,,,,
97330,,,,,,,1,,,,,,
97331,,,,,,,,,,,,,
97334,,,,,,,,,1,,,,
97335,,,,,,,,,,,,,
97336,,,,,,,,,,,,,
97338,,,,,,,,,,,,,
97341,,1,1,,,,1,1,1,1,,,
97342,,,,,,,,,,,,,
97343,,,,,,,,,,,,,
97344,,,1,1,,,,,1,,,,
97347,,1,,,,,,,,,,1,
97348,,1,,1,,,1,,1,,,,
97349,,,,,,,1,,,,,,
97350,,,,,,,,,,,,,
97351,,,,,,,,,1,,,,
97352,,,,,,,,,,,,,
97353,,,,,,,,,,,,,
97354,,,,,1,,,,1,,,,
97355,,,,,,,,,1,,,,
97358,,,1,,,,,,,,,,
97359,,1,,,,,,,1,,,,
97361,,,,1,,,1,,,,,,
97362,,,,,,,,,,,,,
97364,,1,,,,,,,1,,,,
97366,,,,1,,,,,,,,1,
97367,,,,,,,,,,,,,
97368,,,,,,1,,,,,,,
97370,,,,,,,,,,,,,
97371,,,,,,,,1,,,,,1
97372,,,,,,,,,1,,,,
97373,,,1,,1,,,,,,,,
97374,,,,,,,,,,,,,
97375,,,,,1,,1,,,,,,
97376,,1,,1,,,,,1,,,,
97377,,,,,1,,1,,1,,,,
97379,,,,,,,1,,,,,,
97380,,,,1,,,,,,,,,
97381,,,,,,,,,,,,,
97382,,,,,,,,,,,,,
97383,,,,,,,,,,,,,
97384,,,,,,,,,1,,,,
97385,,,,,1,,,,,,,,
97386,,,,,,,,,,1,1,,
97387,,,1,,,,,,1,,,,
97388,,,,,,,,,,,,,
97389,,,,1,,,,,,,,,
97390,,,,,,,,,,,,,
97391,,,,,,,,,,,,,
97393,,,,1,,1,1,,1,,,,
97394,,,,,,,,,,,,,
97395,,,,,,,,,,,,,
97396,,,,,,,1,,1,,,,
97397,,,,,,,,,,,,,
97398,,,,,,,,,,,,,
97401,,,,,,,,,,,,,
97402,,,,,,,,,,,,,
97403,,,,,,,1,,,,,,
97404,,,,,,,,,,,,,
97405,,,,,,,,,,,,,
97406,,,,1,,,,,1,,,,
97408,,,,1,,,,,,,,1,
97411,,,,,1,,,,,,,,
97412,,,1,1,,,1,,1,,,,
97413,,,,,,,,,1,,,,
97415,,,,,,,,,,,,,
97417,,,,1,,,,,,,,,
97418,,,,,,,,,,,,,
97420,,,,,,,,,,,,,
97421,,,1,,,,,,1,,,,
97422,,,,,,,,,,,,,
97423,,,1,,,,1,1,,,,,
97424,,,,,,,1,,1,,,,
97426,,,,,1,,,,,,,,
97427,,,,,,,1,,,,,,
97428,,,,,,,1,,,,,,
97429,,,,,,,,,,,,,
97430,,1,,,1,,,,,1,,,
97432,,,,,,,,,,,,,
97433,,,,,,,,,1,,,,
97435,,,,,,,,,,,,,
97436,,,,,1,,,,,,,,
97438,,,1,,,,1,,,,,,
97439,,,,,,,,,,,,,
97440,,,,,,,1,,,,,,
97442,,1,,,1,,,,,,,,
97444,,,,,,,,,,,,,
97445,,,,,,,1,,1,,,,
97446,,,,,,1,1,,1,,,,
97447,,,,,,,,,,,,,
97448,,,,,,,,,,,,,
97449,,,,,,,,,,,,,
97451,,,,,,,,,,,,,
97453,,,,1,,,,,,,,,
97456,,,,,,,,,1,,,,
97460,,1,,,,,,,1,,,,
97461,,,,,,,,,1,1,,,
97462,,,,,,1,1,,1,,,,
97463,,,,1,,,,,1,,,,
97466,,,,,,,,,,,,,
97467,,1,,,,,,,1,,,,
97468,,1,,,,,,,1,,,,
97469,,,,,,,,,,,,,
97471,,,,,1,,,,,,,,
97473,,,,,,,,,,,,,
97477,,,,,,,,,,,,,
97478,,,,,,,,,,,,,
97479,,,,,,,,,,,,,
97480,,,,,,,,,,,,,
97486,,,,1,,,,,,,,,
97487,,,,,,,,,,,,,
97488,,,,,,,,,1,,,,
97489,,1,,1,,,,,,,,,
97490,,,,,1,,1,,,,,,
97491,,,,,,,,,,,,,
97492,,,,,,,,,,,,,
97496,,,,,,,,,,,,,
97499,,,,1,,1,,1,,,,,1
97500,,,,,,,,,1,,,,
97501,,,,1,,,1,,,,,,
97503,,,,,,,,,,,,,
97504,,,,,,,,,,1,,,
97505,,,,,,,,,,,,,
97506,,,,,,,1,,,,,,
97507,,,,,,,,,,,,,
97508,,,,,,,,,,,,,
97509,,,,,,,1,,,,,,
97511,,,,1,1,,,,,,,,
97513,,,,,,,,,,,,,
97514,,,,,,,,,,,,,
97515,,,,,,,,,,,,,
97517,,,,,,,,,,,,,
97518,,,,,,,,,,,,,
97521,,,,,,,,,,,,,
