Respondent,.net core,angular,cordova,django,hadoop,node.js,react,spark,spring,tensorflow,torch/pytorch,unnamed: 1,xamarin
98713,1.0,,,,,,,,1.0,,,,
98716,,,,,,,,,,,,,
98717,1.0,1.0,,,,1.0,,,,,,,
98718,1.0,1.0,,,,,,,,,,,
98720,,,,,,,,,,,,,
98721,,,,,,,,,,,,,
98722,,1.0,,,,1.0,,,,,,,
98724,,,,1.0,,1.0,,,,,,,
98725,,,,,,,,,,,,,
98729,,,,,,,,,1.0,,,,
98730,,,,,,,,,,,,,
98732,,,,,,1.0,,,,,,,
98733,,1.0,,,,,,,,,,,
98734,,,,,,,,,,,,,
98736,,,,,,1.0,1.0,,,,,,
98737,1.0,,,,,,,,,,,,
98740,1.0,,,,,,,,,,,,
98741,,,,,,,,,,,,,
98742,,1.0,,,1.0,,,,,,,,
98744,,1.0,,,,1.0,1.0,,,,,,
98748,,,,1.0,,,,,,,,,
98749,,1.0,,,,,,,,,,,
98751,,,,,,1.0,,,,,,,
98753,,,,1.0,,,,,,,,,
98754,,,,,,,,,1.0,,,,
98757,,,,,,,1.0,,,,,,
98759,,,,,,1.0,1.0,,,,,,
98760,,,,,,,,,,,,,
98761,1.0,1.0,,,,,,,,,,,
98763,,,,,,,,,,,,,
98764,,,,,,,,,,,,,
98766,,,,,,,,,,,,,
98767,1.0,1.0,,,,1.0,1.0,,,,,,1.0
98768,,,,,,,,,,,,,
98769,,1.0,1.0,,,1.0,,,,,,,
98770,,1.0,,,,,,,,,,,
98771,,,,,,,,,1.0,,,,
98772,,,,,,,,,1.0,,,,
98773,,1.0,,,,1.0,,,1.0,,,,
98774,,,,,,,,,,,,,
98775,,1.0,,,,1.0,,,1.0,,,,
98776,,1.0,,1.0,,1.0,1.0,,,,,,
98778,,,,,,1.0,1.0,,,,,,
98779,,,,1.0,1.0,1.0,1.0,1.0,,,,,
98781,1.0,,,,,,,,,,,,
98782,,,,,,,,,,,,,
98784,,,,,,,,,,,,,
98786,,,,,,,,,,,,,
98787,1.0,,,,,,,,,,,,
98788,,,,,,1.0,,,,,,,
98789,,,,,,,,,,,,,
98791,,,,,,,,,,,,,
98792,,,,,,,,,,,,,
98793,,,,,,,1.0,,,,,,
98794,,,,,,,,,,,,,
98795,,,,,,1.0,1.0,,,,,,
98796,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0
98797,,,,,,,,,,,,,
98800,,,,,,,,,,,,,
98801,,,,1.0,,,,,,1.0,,,
98802,,,,,,,,,,,,,
98804,,,,,,,,,,,,,
98805,,,,1.0,,,,,,,,,
98807,,,,,,,,,,,,,
98808,,1.0,1.0,,,1.0,1.0,,,,,,
98810,,,,,,,1.0,,,,,,
98811,,,,,,,,,,,,,
98815,,,,,,1.0,,,,,,,
98816,,,,,,1.0,,,,,,,
98818,,,,,,,,,,,,,1.0
98819,,,,1.0,,,,,,,,,
98821,,,,,,,,,,,,,
98822,,,,,,,,,,,,,
98823,,,,,,,1.0,,1.0,,,,
98824,,,,,,,1.0,,,,,,
98825,,,,,,,,,,,,,
98826,,,,,,,,,,,,,
98827,,1.0,,1.0,,1.0,1.0,,,,,,
98829,,,,,,,,,,,,,
98830,,,,,,,,,,,,,
98832,1.0,,,,,1.0,,,,,,,
98834,1.0,1.0,,,,,1.0,,1.0,,,,
98835,,1.0,,,,1.0,,,,,,,
98837,,,,1.0,,,,,,,,,
98838,,,,,,,,,,,,,
98839,,,,,,,,,1.0,,,,
98840,1.0,1.0,,,,1.0,,,1.0,,,,
98841,,,,,,1.0,,,,,,,
98842,,,,,,,,,,,,,
98843,,,,,,,,,,,,,
98844,,,,,,1.0,,,,1.0,,,
98845,1.0,,,,,1.0,,,,,,,
98846,,,,,,1.0,,,,,,,
98847,1.0,1.0,,,,1.0,1.0,,1.0,,,,
98848,1.0,,,,,,,,,,,,
98849,1.0,,,,,,,,,,,,
98851,,,,,,,,,,,,,
98853,,,,,,,,,,,,,
98854,,,,,,,,,,,,,
98856,,,,,,,,,,,,,1.0
98857,,,,,,,1.0,,,,,,
98858,,,,1.0,,,,,,1.0,,,
98859,,,,,,,,,,,,,
98860,,,,,,,,,,,,,
98861,,,,,,1.0,,,,,,,
98862,,,,,,,1.0,,,,,,
98863,,,,,,,,,,,,,
98864,,,,,,1.0,1.0,,,,,,
98866,,,,,,,,,,,,,
98868,,,,,,,,,,,,,
98869,,,,1.0,,,1.0,,,,,,1.0
98870,,,,,,,,,,,,,
98872,,1.0,,1.0,,,,,,,,,
98873,,,,,,1.0,,,,,,,1.0
98875,1.0,1.0,,,,1.0,1.0,,,,,,
98876,,1.0,,,,,,,1.0,,,,
98878,,,,1.0,,,,,,,,,
98880,,,,,,,,,,,,,
98882,,,,,,,,1.0,,,,,
98883,,1.0,,,,,,,,,,,
98884,,1.0,,,,1.0,,,,,,,
98885,,,,,,,,,,,,,
98886,,,,,,,,,,,,,
98887,1.0,1.0,1.0,,,1.0,,,,,,,
98889,,,,,,,,,,,,,
98891,,,,,,,,,,,,,
98894,,,,,,,,,,,,,
98895,,1.0,,,,1.0,,,,,,,
98896,,,,,,,,,,,,,
98899,,,,,,1.0,1.0,,1.0,,,,
98900,,1.0,1.0,,,1.0,,,,,,,
98903,,,,,,,,,,,,,
98906,,,,,,1.0,1.0,,,,,,
98907,,,,,,1.0,,,,,,,
98908,,,,,,,,,,,,,
98909,,1.0,,,,1.0,,,1.0,,,,
98910,,1.0,,,,,,,,,,,1.0
98911,,,,,,1.0,,,,,,,
98912,,,,,,,,,,,,,
98913,,,,,,,,,,,,,
98915,,,,,,,,,,,,,
98916,1.0,,,1.0,,,,,,,,,
98918,,,,,,,,,,,,,
98919,,,,,,,,,,,,,
98920,1.0,,,,,,,,,,,,
98922,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,
98923,,,,,,,,,,,,,
98924,1.0,,,,,,,,1.0,,,,
98925,,,,,,,1.0,,,,,,
98926,,,,,,,,,,,,,
98930,,,,,,,,,,,,,
98932,,,,,,,,,,,,,
98933,,,,,,,,,,,,,
98934,,,,1.0,,1.0,1.0,1.0,,,,,
98935,1.0,1.0,,,,,,,,,,,
98937,,,,1.0,,1.0,1.0,,,,,,
98938,,,,,,,,,,,,,
98939,1.0,,1.0,,,1.0,,,,,,,1.0
98941,1.0,1.0,,,,1.0,,,,,,,
98942,,,,,,,,,,,,,
98943,,,,,,,,,,,,,
98944,1.0,1.0,,1.0,,1.0,1.0,,,,,,
98945,1.0,1.0,,,,1.0,,,,,,,
98946,,,,,,,,,,,,,
98947,1.0,,,,,,,,,,,,
98948,,,,,,,,,1.0,,,,
98950,,,,,,,,,,,,,
98951,1.0,,,,,1.0,,,,,,,
98953,,,,,,,,,,,,,
98954,,,,,,,,,,,,,
98955,,,,,,,,,,,,,
98956,,,,,,,,,,,,,
98957,,1.0,,,,1.0,1.0,,,,,,
98958,,,,,,,,,,,,,
98959,,,,,,,,,,,,,
98960,1.0,1.0,,,,1.0,,,,,,,
98962,,,,,,1.0,1.0,,,1.0,,,
98963,,,,,,,,,,,,,
98964,,,,,,,,,,,,,
98966,1.0,,,,,,,,,,,,
98968,,1.0,,,,1.0,,,,,,,
98969,1.0,,,,,,,,,,,,
98971,,,,,,,,,,,,,
98972,,,,,,,,,,,,,
98973,,1.0,,,,1.0,,,,,,,
98974,,,,,,1.0,1.0,,,,,,
98976,1.0,,,,,,,,,,,,
98977,,,,,,1.0,1.0,1.0,,,,,
98979,,,,,,,,,,,,,
98980,1.0,,,,,1.0,,,,,,,
98982,,,,,,1.0,1.0,,,,,,
98983,,1.0,,,,1.0,,,1.0,,,,
98984,,,,,,,,,,,,,
98986,,1.0,,,,,,,,,,,
98987,,,,,,1.0,1.0,,,,,,
98988,,1.0,,1.0,1.0,1.0,1.0,,,,,,
98989,,1.0,,,,1.0,,,,,,,
98990,,,,,,1.0,,,,,,,
98991,,,,,,,,,,,,,
98994,1.0,,,,,,,,,,,,
98996,,,,,,,,,,,,,
98998,,,,,,,1.0,,,,,,
99000,1.0,1.0,,,,,,,,,,,
99002,1.0,1.0,,,,1.0,,,,,,,
99003,,1.0,,,,,,,,,,,
99005,,1.0,,,,1.0,1.0,,,,,,
99006,,1.0,,,1.0,1.0,,,1.0,,,,
99007,,,,,,,,,,,,,
99009,,,,,,,,,,,,,
99012,,1.0,,,,,,,,,,,
99013,,,,,,,,,,,,,
99014,,,,,,,,,,,,,
99016,,,,,,,,,,,,,
99017,,1.0,,1.0,,,1.0,,,,,,
99018,1.0,1.0,,,,1.0,1.0,,,,,,
99020,,,,,,,,,,,,,
99021,,1.0,1.0,,,1.0,,,1.0,,,,
99024,,,,,,1.0,1.0,,,,,,
99025,,,,,,,,,,,,,
99026,,1.0,,,,1.0,1.0,,,,,,
99027,,,,,,,,,,1.0,,,
99028,,,,,,1.0,1.0,,,,,,
99030,,,,,,,,,,,,,
99031,,,,,,,,,,,,,
99032,,1.0,,,,1.0,,,,,,,
99033,,,,,,,,,1.0,,,,
99034,,,,,,,,,,,,,
99035,,,,,,,,,,,,,
99036,,,,,,,,,,,,,
99037,,,,,,,,,,,,,
99039,1.0,,,,,1.0,,,,,,,
99041,,,,,,1.0,1.0,,1.0,,,,
99042,,,,,,,,,,,,,
99045,,,,,,,,,,,,,
99047,,1.0,,,,1.0,,,,,,,
99049,1.0,,,,,,1.0,,,,,,
99050,,,,1.0,,,,,,,,,
99051,1.0,,,,,,,,,,,,1.0
99052,,,,,,,,,1.0,,,,
99053,,,,1.0,,1.0,1.0,,,,,,
99054,,,,,,,,,1.0,,,,
99055,,,,,,1.0,1.0,,,,,,
99056,1.0,,,,,,,,,,,,
99059,,,,,,,,,1.0,,,,
99060,,1.0,,,,1.0,,,,,,,
99061,,,,,,1.0,,,,,,,
99062,,,,,,1.0,1.0,,,,,,
99063,,,,,,,,,,,,,
99064,,,,,,,,,,,,,
99065,,,,,,,,,,,,,
99067,,,,,,,,,,,,,
99068,,,,,,1.0,,,,,,,
99069,,,,,,,,,,,,,
99070,,,,,,,,,,,,,
99072,,,,,,1.0,,,,,,,
99073,,,,,,1.0,,,,,,,
99074,1.0,,,,,,,,,,,,
99075,,1.0,,,,1.0,1.0,,,,,,
99076,,,,,,,,,,,,,
99077,,,,,,,,,,,,,
99079,1.0,,,,1.0,,,1.0,,,,,
99080,,,,,,,,,,,,,
99081,,,,,,,,,,,,,
99083,,,,,,1.0,,,,,,,
99084,,,,,,,,,,,,,
99085,1.0,,,,,,,,1.0,,,,
99086,,,,,,1.0,1.0,,,,,,
99087,,,,,,,,,,,,,
99089,,,,,,1.0,,,,1.0,,,
99090,,,1.0,,,1.0,,,,,,,
99092,1.0,,,,,,,,,,,,
99093,,,,,,,,,1.0,,,,
99095,,,,,,,,,,,,,
99096,,,,,,1.0,1.0,1.0,,,,,
99097,,,,,,,,,,,,,
99098,,1.0,,,,1.0,,,,,,,
99099,,1.0,,,,1.0,,,,,,,
99100,,1.0,,,,1.0,1.0,,,,,,
99101,,,,,,,,,,,,,
99102,,,,,,1.0,,,,,,,
99103,1.0,1.0,,,,1.0,,,,,,,
99104,,1.0,,1.0,,,,,,,,,
99105,,,,,,,,,,,,,
99106,,,,,,,1.0,,,,,,
99108,,,,,,,1.0,,,,,,
99109,,,,,,,,,,1.0,,,
99110,,,,,,,1.0,,,,,,
99111,,1.0,,,,,,,1.0,,,,
99112,,,,,,1.0,,,,,,,
99113,,,,,,,,,,,,,
99115,,,,,,,,,,,,,
99116,1.0,1.0,,,,,,,,,,,
99117,,,,,,,,,,,,,
99121,,,,,,,,,,,,,
99122,,,,1.0,,,,,,,,,
99123,,1.0,,,,,,,,,,,
99124,,1.0,,,1.0,1.0,,,,,,,
99125,,,,,,,,,,,,,
99126,1.0,1.0,,,,,1.0,,,1.0,,,
99127,,,,,,,,,,,,,
99128,,,,,,,,,,,,,
99129,1.0,1.0,,,,,,,,,,,
99130,,,,,,,,,1.0,,,,
99132,,,,,,1.0,1.0,,,,,,
99133,,,,,,1.0,1.0,,,,,,
99134,,,,,,,,,,,,,
99136,,,,,,1.0,,,,,,,
99138,1.0,,,,,,,,,,,,1.0
99139,,,,,,1.0,1.0,,,,,,
99140,,,,,,,,,,,,,
99142,1.0,,,,,,,,,,,,
99144,,1.0,,,,1.0,,,,,,,
99146,,,,,,,,,,,,,
99147,,,,,,,,,,,,,
99148,,,,,,,,,,,,,
99149,1.0,,,,,1.0,,,,,,,1.0
99150,,,,,,,,,,,,,
99155,,,,1.0,,,,,,,,,
99157,,,,,,,,,,,,,
99158,,1.0,1.0,,,,,,,,,,
99161,,,,,,,,,,,,,
99162,,,,,,,,,,,,,
99163,,,,,,,,,,,,,
99164,,,,,,,1.0,,,,,,
99167,,1.0,,1.0,,,,,,1.0,,,
99169,,1.0,,,,1.0,,,,1.0,,,
99170,,,,,,1.0,,,,,,,
99171,,,,,,1.0,,,,,,,
99172,,,,,,,,,,,,,1.0
99174,,,,,,,,,,,,,
99175,,,,,,,1.0,,,,,,
99178,,1.0,,,,,,,,,,,
99179,,,,,,,,,,,,,
99180,,,,,,,,,,,,,
99182,,,,1.0,,,,,,,,,
99185,1.0,1.0,,,,1.0,,,,,,,
99186,,,,,,1.0,,,,,,,
99189,,,,,,1.0,,,,,,,
99191,,,,,,,,,1.0,,,,
99194,,,,,,1.0,,,,,,,
99195,,,,,,,,,,,,,
99196,,,,1.0,,1.0,1.0,,,,,,
99197,,1.0,1.0,,,,,,,,,,
99199,,,,,,,,,,1.0,,,
99201,,,,,,,,,,,,,
99202,,,,,,,,,,,,,
99203,,1.0,,,,1.0,1.0,,,,,,1.0
99204,,,,,,1.0,1.0,,,,,,
99205,,,,,,1.0,1.0,,,,,,
99206,,1.0,,,,1.0,,,,,,,
99208,1.0,1.0,,,,1.0,,,1.0,,,,
99210,,,,,,,,,,,,,
99212,,1.0,,1.0,,1.0,,,,,,,
99213,,,,,,,,,,,,,
99214,,,,,,,,,,,,,
99215,,,,,,,,,,,,,
99219,,,,,,,,,,,,,
99220,,,,,,,,,,,,,
99221,,1.0,1.0,,,1.0,1.0,,,,,,
99223,,,,,,,,,,,,,
99224,,,,1.0,,,,,,,,,
99225,,,,,,,,,,,,,
99226,,,,,,1.0,,,,,,,
99228,1.0,1.0,,,,1.0,,,,,,,
99229,,,,,,,,,,,,,
99230,1.0,1.0,,,1.0,,,,,1.0,,,1.0
99231,,,,,,,,,,,,,
99233,,,,,,,,,,,,,
99235,,,,,,,,,,,,,
99237,,,,1.0,,,,,,,,,
99238,,,1.0,,,1.0,,,,,,,1.0
99239,,,,,,,,,,,,,
99240,,,,,,,,,,,,,
99242,1.0,,,,,,,,,,,,
99243,,1.0,,,,,1.0,,,,,,
99244,1.0,,,,,,,,1.0,,,,
99245,,,,,,,,,,,,,
99246,,,,,,,,,,,,,
99249,,,,,,1.0,,,,,,,
99250,,,,,,,,,,,,,
99253,,,,,,1.0,1.0,,,,,,
99254,,,,,,1.0,1.0,,,,,,
99256,,,,,,,,,,,,,
99257,,,,,,,,,,,,,
99259,,,,,,,,,,,,,
99260,,,,,,,,,,1.0,,,
99261,,,,,,,,,,,,,
99262,,,,,,,,,,,,,
99264,,,,,,,,,,,,,
99265,,1.0,,,,,,,,,,,
99267,,1.0,,1.0,,,,,,,,,
99268,,,,,,,,,,,,,1.0
99270,,,,,,,,,,,,,
99272,,,,,,,1.0,,,,,,
99276,,,,,,,,,,,,,
99277,,,,,,,,,,,,,
99278,,,,,,,,,1.0,,,,
99279,1.0,,,,,,,,,,,,
99280,,,,,,,,,,,,,
99282,1.0,,,,,1.0,1.0,,,,,,
99283,,,,,,,,,,,,,
99285,,,,,,,,,,,,,
99287,,,,1.0,,,,,,,,,
99289,,1.0,,,,1.0,,,,,,,
99290,,,,,,,,,,,,,
99291,,,,,,1.0,1.0,,,,,,
99292,,,,,,,,,,,,,
99293,,,,,,1.0,,,,,,,
99294,,,,,,,,,,,,,
99295,,,,,,1.0,1.0,,,,,,
99296,,,,,,,,,,,,,
99297,,,,,,,,,,,,,
99298,,,1.0,,,1.0,1.0,,,,,,
99301,,,,1.0,,,,,,,,,
99302,,,,,,,,,,,,,
99303,,,,,,,,,,,,,
99305,,,,,,,,,,,,,
99307,1.0,,,,,1.0,,,,,,,1.0
99311,1.0,,,,,1.0,1.0,,,,,,
99312,,1.0,,,,1.0,1.0,,,,,,
99313,,1.0,,1.0,,,,1.0,,,,,
99315,,,,,,,,,,,,,
99316,1.0,,,,,1.0,1.0,,,1.0,,,
99317,,,,1.0,,,,1.0,,1.0,,,
99318,,1.0,,1.0,,,,,1.0,,,,
99319,,,,,,1.0,1.0,,,,,,
99320,,,,,,1.0,1.0,,,,,,
99321,,,,,,,,,,,,,
99322,,,,1.0,,,1.0,,,,,,
99324,,1.0,,,,,,,1.0,,,,
99325,1.0,1.0,,,,,,,,,,,
99326,,,,,,1.0,,,,,,,
99327,,,,,,,,,,,,,
99328,,1.0,1.0,,,,,,,,,,
99329,,,,,,,,,,,,,
99330,,,,,,,,,,,,,1.0
99332,,,,,,,,,,,,,
99333,1.0,1.0,,,,1.0,,,,,,,
99334,,,,1.0,,,,,,,,,
99335,,,,,,,1.0,,1.0,,,,
99336,,,1.0,,,1.0,,,,,,,
99338,1.0,,,,,,,,,,,,
99339,,,,,,1.0,,,,,,,
99340,,,,,,,,,,,,,
99341,,,,,,,,,,,,,
99345,,,,,,,,,,,,,
99346,,,,,,,,,1.0,,,,
99347,,,,,,,1.0,,,,,,
99348,,,,,,,,,,,,,
99349,,,,1.0,,1.0,,,,,,,
99350,1.0,1.0,,,,,,,,,,,1.0
99351,,1.0,1.0,1.0,,1.0,1.0,,,,,,
99352,,1.0,,,,1.0,,,,,,,
99353,,,,,,,,,,,,,
99354,1.0,,,,,,,,,,,,1.0
99357,,,,,,,1.0,,,,,,
99358,1.0,,,,,,,,,,,,
99359,,,,,,,,,,,,,
99360,,,,1.0,,,,,,,,,
99362,,,,,,1.0,1.0,,,,,,
99363,1.0,,,,,,,,,,,,1.0
99364,1.0,,,,,,,,,,,,
99365,,,,,,,,,,,,,
99366,,,,,,,,,,,,,
99367,,,,,,,,,,,,,
99368,,1.0,,,,,,,,,,,
99371,,,,,,1.0,1.0,,,,,,
99372,,,,,,,,,,,,,
99373,,,,,,,,,,,,,
99375,,,,,,,,,,,,,
99377,,,,,,,,,,,,,
99379,,,,,,,,,,,,,
99380,,,,,,,,,,,,,
99381,1.0,,,,,,,,,,,,
99382,,1.0,,,,1.0,,,,,,,
99383,,1.0,,,,,,,1.0,,,,
99384,,,,,,,,,,,,,
99385,,,,1.0,,,1.0,,,,,,
99386,1.0,1.0,,,,,,,1.0,,,,
99387,,,,,,1.0,1.0,,,,,,
99388,,,,,,1.0,,,1.0,,,,
99390,,,,,,,,,,,,,
99391,,,,,,,,,,,,,
99393,,,,,,,,,,,,,
99394,,,,,,1.0,,,,,,,
99395,,,,,,,,,,,,,
99397,,,,,1.0,,,1.0,,,,,
99399,,,,,,,,,,,,,
99400,,,,,,1.0,,,,,,,
99401,,,,,,,,,,,,,
99402,,,,,,,,,,,,,
99404,1.0,1.0,,,,,,,,,,,
99405,,,,,,,,,,,,,
99406,,,,,,,,,,,,,
99407,,1.0,,,,,,,,1.0,,,
99408,,,,,,,,,,,,,
99412,1.0,,,,,,,,,,,,
99413,,,,,,1.0,,,,,,,
99415,,1.0,,,,1.0,1.0,,,,,,
99416,,,,,,,,,,,,,
99417,1.0,1.0,,,,1.0,,,,,,,
99418,,,,,,,,,1.0,,,,
99419,1.0,,,,,,,,,,,,
99420,,1.0,,,,,,,1.0,,,,
99422,,1.0,1.0,,,1.0,1.0,,,,,,
99423,,,,,,1.0,,,,,,,
99425,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,
99426,,,,,,,,,,,,,
99427,,,,,,1.0,,,1.0,,,,
99429,,,,,,1.0,,,,,,,
99430,,,,,,1.0,,,,,,,
99431,,1.0,,,,1.0,,,,,,,
99433,,1.0,,,,,,,1.0,,,,
99434,,,,,,,,,,,,,
99435,,1.0,,,,,,,,,,,
99436,,,,,,,,,,,,,
99437,,,,1.0,,1.0,1.0,,1.0,,,,
99438,,,,,,,,,,,,,
99439,,,,,,,,,,,,,
99441,,,,,,,,,,,,,
99442,,,,,,,,,,,,,
99444,,,,,,,,,,,,,
99445,1.0,1.0,,,,1.0,,,,,,,
99446,,1.0,,,,1.0,,,1.0,,,,
99448,,,,,,,,,,,,,
99449,,,,,,,,,,,,,
99450,,1.0,,,,1.0,,,,,,,
99451,,1.0,,,,,,,,,,,
99452,,,,,,1.0,,,,,,,
99453,,,,,,,,,,,,,
99456,,1.0,1.0,,,1.0,1.0,,1.0,,,,
99459,,1.0,,,,1.0,,,,1.0,,,
99462,,,,,,,,,,,,,
99463,,,,,,,,,,,,,
99464,,,,,,,,,,,,,
99467,,,,,,,,,,,,,
99468,,,,,,,,,,,,,
99469,,,,,,1.0,1.0,,,,,,
99470,,1.0,,,,,,,,,,,
99471,1.0,,,,,,,,,,,,
99472,,,,,,1.0,1.0,,,,,,
99473,,,,,,1.0,,,,,,,
99474,,1.0,,,,1.0,,,1.0,,,,
99475,,1.0,,,,,,,,,,,
99476,,1.0,1.0,,,1.0,,,,,,,
99478,,,,,,,,,,,,,
99479,,,,,,,,,,,,,
99480,,,,,,,,,,,,,
99482,,,,,,,,,1.0,,,,
99483,,,,,,,,,,,,,
99485,,,,,,,,,1.0,,,,
99486,1.0,1.0,,,,,,,,,,,
99487,,,,,,,,,,,,,
99489,1.0,,,,,1.0,,,,,,,1.0
99490,,,,,,,,,,,,,
99491,,,,,,,,,,,,,
99492,,,,,,,,,,,,,
99493,,,,,,,,,,,,,
99495,,1.0,,,,,,,,,,,
99496,,,,,,1.0,1.0,,,,,,
99497,1.0,,,,,,,,,,,,
99498,,,,1.0,,,,,,,,,
99499,,,,,,,,,,,,,
99500,,,,,,,,,,,,,
99504,,,,,,,,,,,,,
99505,,1.0,,,,1.0,1.0,,,1.0,,,
99507,,1.0,,,,1.0,,,,,,,
99508,,,,,,,,,1.0,,,,
99509,,,,1.0,,,,,,,,,
99510,,,,,,1.0,1.0,,1.0,,,,
99511,,,,,,1.0,,,,,,,
99512,,,,,,,,,1.0,,,,
99513,1.0,,,,,,,,,,,,
99516,1.0,1.0,,,,,,,,,,,
99517,,,,1.0,,1.0,,,,,,,1.0
99518,,,,,,,,,,,,,
99521,,,,,,,,,,,,,
99522,,,,,,,,,,,,,
99523,,,,,,,,,1.0,,,,
99525,,,,,,1.0,1.0,,,,,,
99526,1.0,1.0,,,,,,,,,,,1.0
99528,,,,,,1.0,1.0,,,,,,
99529,,,,,,,,,,,,,
99530,,,,,,,,,,,,,
99533,,,,,,,,,,,,,
99534,,,,,,,,,,,,,
99535,,,,,,1.0,1.0,,,,,,
99536,,1.0,,,,,,,1.0,,,,
99537,,,,,,,,,,,,,
99541,,,,,,1.0,,,,,,,
99542,,,,,,,,,,,,,
99543,,,,,,,,,,,,,
99544,1.0,,,,,1.0,,,,,,,1.0
99545,1.0,,,,,,,,,,,,
99547,1.0,,,,,,,,,1.0,,,
99549,,,,,,,,,,,,,
99551,,,,,1.0,1.0,1.0,,,,,,
99553,1.0,,,,,,,,,,,,
99556,,1.0,,,,1.0,,,1.0,,,,
99557,,,,,,,,,,,,,
99559,,,1.0,,,,,,,,,,
99561,,1.0,,,,1.0,1.0,,,,,,
99562,,,,,,,,,,,,,
99563,,,,,,,,,,1.0,,,
99564,,1.0,,,,,1.0,,,,,,
99565,,,,,,,,,,,,,
99566,,,,,,,,,,,,,
99569,,,,,,1.0,1.0,,,,,,
99571,,,,,,,,,,,,,
99572,,,,,,,,,,,,,
99575,,,,,,,,,,,,,
99579,1.0,,,,,1.0,1.0,,,,,,
99580,1.0,,,,,1.0,,,1.0,,,,
99581,,,,,,1.0,1.0,,,,,,
99582,,,,,,,,,,,,,
99583,,,,,,,,,,,,,
99585,,,,,,,,,,,,,
99586,,,,,,1.0,1.0,,,1.0,,,
99587,,,,,,,,,,,,,
99588,,,,,,,,,,,,,
99590,,,,,1.0,,,1.0,1.0,,,,
99591,,,,,,,,,,,,,
99592,,,,,,,,,,,,,
99593,,,,,,,,,,,,,
99596,,,,1.0,,,,,,,,,
99597,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0
99598,,,,,,,,,,,,,
99604,,,,,1.0,,,1.0,1.0,,,,
99606,,,,,,,1.0,,,,,,
99607,,,,,,,,,,,,,
99608,,1.0,,,,1.0,1.0,,,1.0,,,
99609,,1.0,,,,,,,1.0,,,,
99610,,,,1.0,,,,,,,,,
99611,,,,,1.0,,,1.0,,,,,
99612,,1.0,,,,,,,1.0,,,,
99614,,,,,,,,,,,,,
99615,,1.0,,,,1.0,,,,,,,
99616,,1.0,,,,,,,1.0,,,,
99617,,,,,,,,,,,,,
99618,,,,,,,,,,,,,
99619,,,,,,1.0,,,,,,,
99621,,,,,,,,,,,,,
99623,,,,,,,,,,,,,
99624,,,,,1.0,,,1.0,,,,,
99625,,,,1.0,,,,,,,,,
99627,,,,,,,,,,,,,
99628,,1.0,,,,,,,,,,,
99629,,,,,,,,,,,,,
99630,,,,,,,,,,,,,
99632,,,,,,,,,,,,,
99634,,,,,,1.0,1.0,,1.0,,,,
99635,,,,1.0,,,1.0,,,,,,
99637,,,,,,1.0,1.0,,1.0,,,,
99638,,,,,,,,,,,,,
99640,1.0,,,,,,,,,,,,
99641,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0
99645,,,,,,,,,1.0,,,,
99646,,1.0,1.0,,,1.0,,,,,,,
99648,,,,,,1.0,,,,,,,
99650,,,,,,,,,,,,,
99651,1.0,,,,,,,,,,,,
99652,,,,,,,,,,,,,
99653,,,,,,,,,,,,,
99655,,,,,,,,,,,,,
99656,,,,,,,,,,,,,
99657,,1.0,,1.0,,,,,,,,,
99658,,,,,,,,,,,,,
99659,,,,,,,,,,,,,
99660,,,,,,1.0,1.0,,,,,,
99661,,,,,,1.0,,,,,,,1.0
99662,,1.0,,,,1.0,1.0,,,1.0,,,
99663,,,,1.0,,1.0,,,,,,,
99664,,,,,,,,,,,,,
99665,,,,,,,,,,,,,
99666,,,,,,,,,,,,,
99668,,,,,,,1.0,,1.0,,,,
99669,,,,,,1.0,,,,,,,
99671,1.0,,,,,,,,,,,,
99672,,,,,,1.0,1.0,,,,,,
99673,,,,,,1.0,,,,,,,
99674,,1.0,,,,,,,,,,,
99675,,,,,,1.0,1.0,,,1.0,,,
99676,,,,,,,,,,,,,
99681,,,,,,1.0,,,,,,,
99682,,,,,,,,,,,,,
99683,,,,,,,,,,,,,
99684,,,,,,,,,,,,,
99685,,,,,,,,,,,1.0,,1.0
99686,,,,,,,,,,,,,
99688,1.0,1.0,,,,1.0,,,1.0,,,,1.0
99689,1.0,,,,,,,,,,,,
99691,1.0,1.0,,,,1.0,,,,,,,
99693,,1.0,,,,,,,,,,,
99694,,,,,,1.0,,,,,,,
99695,,,,,,,1.0,,,,,,
99696,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0
99697,,,,,,,,,,,,,
99698,,,,,,,,,,,,,
99699,,1.0,,1.0,,1.0,1.0,,,,,,
99700,,1.0,,,,,1.0,,,,,,
99701,,1.0,,,,1.0,,,1.0,,,,
99703,1.0,,,,,,,,,,,,
99704,1.0,,,,,,,,,,,,
99706,,,,,,,,,,,,,
99707,,,,,,,,,,,,,
99709,,,,,,,,,,,,,
99710,,,,,,,,,,,,,
99711,,1.0,,,,,,,,,,,
99712,1.0,,,1.0,1.0,,,1.0,,1.0,,,
99713,,,,,,1.0,1.0,,1.0,,,,
99714,,,,,,,,,,,,,
99716,,,,,,,,,,,,,
99717,,,,,,,,,1.0,,,,
